Shipment Date,Matching Fields,Consignee,Consignee_Clean,Consignee Full Address,Consignee_Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper_Clean,Shipper Full Address,Shipper_Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,Notify_Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg)
2021-06-01,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,3 X 40 CONTAINERS CONTAINING 110 BALES OF WASTE PAPER DOUBLE SORTED,6,66779
2021-06-01,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/75151281,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,4 X 40 CONTAINERS CONTAINING 80 BALES OF WASTE PAPER DOUBLE SORTED OCC,8,94709
2021-06-01,HS Code (4-digit),Novacki Papel & Embalagens Sa,Novacki Papel & Embalagens Sa,"R. Expedicionário Eugênio Alves de Almeida, 996 - Cidade Nova, Porto União - SC, 89400-000, Brazil","R. Expedicionário Eugênio Alves de Almeida, 996 - Cidade Nova, Porto União - SC, 89400-000, Brazil",,,,https://panjiva.com/Novacki-Papel-Embalagens-SA/98285485,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,NOVACKI PAPEL & EMBALAGENS SA,NOVACKI PAPEL & EMBALAGENS SA,47071000,9 X 40 CONTAINERS CONTAINING 358 BALES OF APARAS DE PAPEL ONDULADO OCC12 (IMPORTADO,18,215259
2021-06-01,HS Code (4-digit),Industria De Embalagens Tocantins Ltda,Industria De Embalagens Tocantins Ltda,"Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil","Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil",,,,https://panjiva.com/Industria-De-Embalagens-Tocantins-Ltda/36031962,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,47070000,7 X 40 CONTAINERS CONTAINING 219 BALES OF APARAS OCC,14,171959
2021-06-01,HS Code (4-digit),Avelino Bragagnolo Sa Industria E Comercio,Avelino Bragagnolo Sa Industria E Comercio,"Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil","Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil",,,,https://panjiva.com/Avelino-Bragagnolo-SA-Industria-E-Comercio/36030413,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,47071000,1 X 40 CONTAINERS CONTAINING 40 BALES OF WASTE PAPER DOUBLE SORTED OCC - APARAS OCC,2,24821
2021-06-01,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,10 X 40 CONTAINERS CONTAINING 365 BALES OF WASTE PAPER,20,230545
2021-06-01,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,1 X 40 & 1 X 40 CONTAINERS CONTAINING 65 BALES OF WASTE PAPER DSOCCDOUBLE SORTED,4,40411
2021-06-01,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"R. Nereu Ramos, 196 - Centro, Caçador - SC, 89500-000, Brazil","R. Nereu Ramos, 196 - Centro, Caçador - SC, 89500-000, Brazil",,+55 49 3561 3200,,https://panjiva.com/Adami-SA-Madeiras/36028203,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,1 X 40 CONTAINERS CONTAINING 30 BALES OF WASTE PAPER DOUBLE SORTED,2,22263
2021-06-01,HS Code (4-digit),Novacki Papel & Embalagens Sa,Novacki Papel & Embalagens Sa,"R. Expedicionário Eugênio Alves de Almeida, 996 - Cidade Nova, Porto União - SC, 89400-000, Brazil","R. Expedicionário Eugênio Alves de Almeida, 996 - Cidade Nova, Porto União - SC, 89400-000, Brazil",,,,https://panjiva.com/Novacki-Papel-Embalagens-SA/98285485,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,NOVACKI PAPEL & EMBALAGENS SA,NOVACKI PAPEL & EMBALAGENS SA,47071000,"5 X 40 CONTAINERS CONTAINING 170 BALES OF WASTE PAPER (APARAS,DESPERDICIOS DE PAPELAO CORRUGADO",10,118670
2021-06-01,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,5 X 40 CONTAINERS CONTAINING 180 BALES OF WASTE PAPER DOUBLE SORTED OCC APARAS DE PAPEL ONDULADO OCC,10,112076
2021-05-31,HS Code (4-digit),Avelino Bragagnolo Sa Industria E Comercio,Avelino Bragagnolo Sa Industria E Comercio,"Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil","Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil",,,,https://panjiva.com/Avelino-Bragagnolo-SA-Industria-E-Comercio/36030413,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,47071000,8 X 40 CONTAINERS CONTAINING 303 BALES OF WASTE PAPER DOUBLE SORTED OCC,16,186570.01
2021-05-31,HS Code (4-digit),Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,"Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil","Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil",,,,https://panjiva.com/Fabrica-De-Papel-E-Papelao-Nossa-Senhora-Da-Penha-SA/48500061,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,47079000,4 X 40 CONTAINERS CONTAINING 133 BALES OF APARAS DE PAPEL TIPO,8,93260
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,8 X 40 CONTAINERS CONTAINING 229 BALES OF WASTE PAPER DSOCCDOUBLE SORTED OCC,16,194340
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,5 X 40 CONTAINERS CONTAINING 213 BALES OF WASTE PAPER DOUBLE SORTED,10,124187
2021-05-31,HS Code (4-digit),Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,"Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil","Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil",,,,https://panjiva.com/Fabrica-De-Papel-E-Papelao-Nossa-Senhora-Da-Penha-SA/48500061,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,47071000,3 X 40 CONTAINERS CONTAINING 120 BALES OF WASTE PAPER DOUBLE SORTED,6,76595
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,2 X 40 CONTAINERS CONTAINING 88 BALES OF WASTE PAPER,4,47119
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,3 X 40 CONTAINERS CONTAINING 114 BALES OF WASTE PAPER - OLDCORRUGATED,6,72530
2021-05-31,HS Code (4-digit),Industria De Embalagens Tocantins Ltda,Industria De Embalagens Tocantins Ltda,"Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil","Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil",,,,https://panjiva.com/Industria-De-Embalagens-Tocantins-Ltda/36031962,Manufacturer,Ricova International Inc.,Ricova International Inc.,"Panama City, Panama","Panama City, Panama",,,,https://panjiva.com/Ricova-International-Inc/46487633,,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,47070000,2 X 40 CONTAINERS CONTAINING 67 BALES OF APARAS OCC,4,49034
2021-05-31,HS Code (4-digit),Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,"Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil","Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil",,,,https://panjiva.com/Fabrica-De-Papel-E-Papelao-Nossa-Senhora-Da-Penha-SA/48500061,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,47071000,1 X 40 & 4 X 40 CONTAINERS CONTAINING 180 BALES OF WASTE PAPER DOUBLE SORTED OCC APARAS DE PAPELTIPO OCC,10,120793
2021-05-31,HS Code (4-digit),Novacki Papel & Embalagens Sa,Novacki Papel & Embalagens Sa,"R. Expedicionário Eugênio Alves de Almeida, 996 - Cidade Nova, Porto União - SC, 89400-000, Brazil","R. Expedicionário Eugênio Alves de Almeida, 996 - Cidade Nova, Porto União - SC, 89400-000, Brazil",,,,https://panjiva.com/Novacki-Papel-Embalagens-SA/98285485,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,NOVACKI PAPEL & EMBALAGENS SA,NOVACKI PAPEL & EMBALAGENS SA,47071000,6 X 40 CONTAINERS CONTAINING 164 BALES OF WASTE PAPER,12,148177
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Ricova International Inc.,Ricova International Inc.,"Panama City, Panama","Panama City, Panama",,,,https://panjiva.com/Ricova-International-Inc/46487633,,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,5 X 40 CONTAINERS CONTAINING 254 BALES OF APARAS DE PAPEL ONDULADO OCC12 (IMPORTADO),10,133470
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,2 X 40 CONTAINERS CONTAINING 82 BALES OF WASTE PAPER DSOCCDOUBLE SORTED APARASE DESPERDICIOS DE PAPEL KRAFT ONDULADO ESPECIAL POS CONSUMO WASTE PAPER DSOCCDOUBLE SORTED APARASE DESPERDICIOS DE PAPEL KRAFT ONDULADO ESPECIAL POS CONSUMO,4,47146
2021-05-31,HS Code (4-digit),Klabin Sa,Klabin Sa,"Pedregulho, State of São Paulo, 14470-000, Brazil","Pedregulho, State of São Paulo, 14470-000, Brazil",,,,https://panjiva.com/Klabin-SA/41673312,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,ETTICA TRADING IMPORTACAO & EXPORTACAO LTDA,ETTICA TRADING IMPORTACAO & EXPORTACAO LTDA,47070000,20 X 40 CONTAINERS CONTAINING 631 BALES OF APARAS ONDULADO II OCC,40,493278.01
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,5 X 40 CONTAINERS CONTAINING 206 BALES OF WASTE PAPER DOUBLE SORTED OCC APARAS DE PAPELONDULADO OCC WASTE PAPER DOUBLE SORTED OCC,10,121971
2021-05-31,HS Code (4-digit),Avelino Bragagnolo Sa Industria E Comercio,Avelino Bragagnolo Sa Industria E Comercio,"Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil","Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil",,,,https://panjiva.com/Avelino-Bragagnolo-SA-Industria-E-Comercio/36030413,Manufacturer,Dunicom Sa,Dunicom Sa,"Lorenzo Fernández 2049, 11800 Montevideo, Uruguay","Lorenzo Fernández 2049, 11800 Montevideo, Uruguay",,,,https://panjiva.com/Dunicom-SA/46488878,,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,47071000,5 X 40 CONTAINERS CONTAINING 212 BALES OF DESPERDICIO DE CARTON OCC 11,10,106942
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,13 X 40 CONTAINERS CONTAINING 470 BALES OF APARAS DE PAPEL ONDULADO IMPORTADO,26,311067.99
2021-05-31,HS Code (4-digit),Industria De Embalagens Tocantins Ltda,Industria De Embalagens Tocantins Ltda,"Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil","Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil",,,,https://panjiva.com/Industria-De-Embalagens-Tocantins-Ltda/36031962,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,47070000,13 X 40 CONTAINERS CONTAINING 414 BALES OF (WASTE AND SCRA4707,26,318433.99
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,7 X 40 CONTAINERS CONTAINING 280 BALES OF WASTE PAPER DSOCCDOUBLE SORTED,14,163231
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,7 X 40 CONTAINERS CONTAINING 292 BALES OF WASTE PAPER DSOCCDOUBLE SORTED,14,166052.99
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,4 X 40 CONTAINERS CONTAINING 196 BALES OF WASTE PAPER,8,95383
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,6 X 40 CONTAINERS CONTAINING 204 BALES OF WASTE PAPER KRAFT ONDULADO ESPECIAL,12,151647
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,10 X 40 CONTAINERS CONTAINING 300 BALES OF WASTE PAPER KRAFT ONDULADO ESPECIAL,20,248462.01
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,10 X 40 CONTAINERS CONTAINING 432 BALES OF WASTE PAPER DOUBLE SORTED OCC,20,254242
2021-05-31,HS Code (4-digit),Avelino Bragagnolo Sa Industria E Comercio,Avelino Bragagnolo Sa Industria E Comercio,"Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil","Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil",,,,https://panjiva.com/Avelino-Bragagnolo-SA-Industria-E-Comercio/36030413,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,47071000,12 X 40 CONTAINERS CONTAINING 481 BALES OF WASTE PAPER DOUBLE SORTED OCC APARAS OCC,24,297062.01
2021-05-31,HS Code (4-digit),Adami Sa Madeiras,Adami Sa Madeiras,"Estr. CDR 455, Caçador - SC, Brazil","Estr. CDR 455, Caçador - SC, Brazil",,,,https://panjiva.com/Adami-SA-Madeiras/36036078,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADAMI SA MADEIRAS,ADAMI SA MADEIRAS,47071000,5 X 40 CONTAINERS CONTAINING 171 BALES OF WASTE PAPER DOUBLE SORTED,10,117055
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Ekman,Ekman,United States,United States,,,,https://panjiva.com/Ekman/108474207,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,10 X 40 CONTAINERS CONTAINING 374 BALES OF WASTE PAPER,20,237202
2021-05-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,2 X 40 CONTAINERS CONTAINING 82 BALES OF WASTE PAPER DSOCCDOUBLE SORTED OCC PSI APARASE DESPERDICIOS DEPAPEL KRAFT ONDULADO ESPECIAL,4,47038
